,pref,pop_dens,pref_no
22402,Tokushima,721 ,36
22403,Kagawa,951 ,37
22404,Ehime,800 ,38
22405,Kochi,600 ,39
22406,Miyagi,731 ,4
22407,Fukuoka,1848 ,40
22408,Saga,610 ,41
22409,Nagasaki,792 ,42
22410,Kumamoto,625 ,43
22411,Oita,631 ,44
22412,Miyazaki,580 ,45
22413,Kagoshima,484 ,46
22414,Okinawa,1243 ,47
22415,Akita,302 ,5
22416,Yamagata,374 ,6
22417,Fukushima,438 ,7
22418,Ibaraki,719 ,8
22419,Tochigi,648 ,9
22420,Hokkaido,235 ,1
22421,Gunma,852 ,10
22422,Saitama,2844 ,11
22423,Chiba,1761 ,12
22424,Tokyo,9793 ,13
22425,Kanagawa,6253 ,14
22426,Niigata,490 ,15
22427,Toyama,567 ,16
22428,Ishikawa,818 ,17
22429,Fukui,713 ,18
22430,Yamanashi,850 ,19
22431,Aomori,386 ,2
22432,Nagano,635 ,20
22433,Gifu,899 ,21
22434,Shizuoka,1325 ,22
22435,Aichi,2527 ,23
22436,Mie,865 ,24
22437,Shiga,1082 ,25
22438,Kyoto,2201 ,26
22439,Osaka,6620 ,27
22440,Hyogo,1964 ,28
22441,Nara,1555 ,29
22442,Iwate,330 ,3
22443,Wakayama,830 ,30
22444,Tottori,617 ,31
22445,Shimane,519 ,32
22446,Okayama,852 ,33
22447,Hiroshima,1213 ,34
22448,Yamaguchi,796 ,35
22449,Tokushima,721 ,36
22450,Kagawa,951 ,37
22451,Ehime,800 ,38
22452,Kochi,600 ,39
22453,Miyagi,731 ,4
22454,Fukuoka,1848 ,40
22455,Saga,610 ,41
22456,Nagasaki,792 ,42
22457,Kumamoto,625 ,43
22458,Oita,631 ,44
22459,Miyazaki,580 ,45
22460,Kagoshima,484 ,46
22461,Okinawa,1243 ,47
22462,Akita,302 ,5
22463,Yamagata,374 ,6
22464,Fukushima,438 ,7
22465,Ibaraki,719 ,8
22466,Tochigi,648 ,9
22467,Hokkaido,235 ,1
22468,Gunma,852 ,10
22469,Saitama,2844 ,11
22470,Chiba,1761 ,12
22471,Tokyo,9793 ,13
22472,Kanagawa,6253 ,14
22473,Niigata,490 ,15
22474,Toyama,567 ,16
22475,Ishikawa,818 ,17
22476,Fukui,713 ,18
22477,Yamanashi,850 ,19
22478,Aomori,386 ,2
22479,Nagano,635 ,20
22480,Gifu,899 ,21
22481,Shizuoka,1325 ,22
22482,Aichi,2527 ,23
22483,Mie,865 ,24
22484,Shiga,1082 ,25
22485,Kyoto,2201 ,26
22486,Osaka,6620 ,27
22487,Hyogo,1964 ,28
22488,Nara,1555 ,29
22489,Iwate,330 ,3
22490,Wakayama,830 ,30
22491,Tottori,617 ,31
22492,Shimane,519 ,32
22493,Okayama,852 ,33
22494,Hiroshima,1213 ,34
22495,Yamaguchi,796 ,35
22496,Tokushima,721 ,36
22497,Kagawa,951 ,37
22498,Ehime,800 ,38
22499,Kochi,600 ,39
22500,Miyagi,731 ,4
22501,Fukuoka,1848 ,40
22502,Saga,610 ,41
22503,Nagasaki,792 ,42
22504,Kumamoto,625 ,43
22505,Oita,631 ,44
22506,Miyazaki,580 ,45
22507,Kagoshima,484 ,46
22508,Okinawa,1243 ,47
22509,Akita,302 ,5
22510,Yamagata,374 ,6
22511,Fukushima,438 ,7
22512,Ibaraki,719 ,8
22513,Tochigi,648 ,9
22514,Hokkaido,235 ,1
22515,Gunma,852 ,10
22516,Saitama,2844 ,11
22517,Chiba,1761 ,12
22518,Tokyo,9793 ,13
22519,Kanagawa,6253 ,14
22520,Niigata,490 ,15
22521,Toyama,567 ,16
22522,Ishikawa,818 ,17
22523,Fukui,713 ,18
22524,Yamanashi,850 ,19
22525,Aomori,386 ,2
22526,Nagano,635 ,20
22527,Gifu,899 ,21
22528,Shizuoka,1325 ,22
22529,Aichi,2527 ,23
22530,Mie,865 ,24
22531,Shiga,1082 ,25
22532,Kyoto,2201 ,26
22533,Osaka,6620 ,27
22534,Hyogo,1964 ,28
22535,Nara,1555 ,29
22536,Iwate,330 ,3
22537,Wakayama,830 ,30
22538,Tottori,617 ,31
22539,Shimane,519 ,32
22540,Okayama,852 ,33
22541,Hiroshima,1213 ,34
22542,Yamaguchi,796 ,35
22543,Tokushima,721 ,36
22544,Kagawa,951 ,37
22545,Ehime,800 ,38
22546,Kochi,600 ,39
22547,Miyagi,731 ,4
22548,Fukuoka,1848 ,40
22549,Saga,610 ,41
22550,Nagasaki,792 ,42
22551,Kumamoto,625 ,43
22552,Oita,631 ,44
22553,Miyazaki,580 ,45
22554,Kagoshima,484 ,46
22555,Okinawa,1243 ,47
22556,Akita,302 ,5
22557,Yamagata,374 ,6
22558,Fukushima,438 ,7
22559,Ibaraki,719 ,8
22560,Tochigi,648 ,9
22561,Hokkaido,235 ,1
22562,Gunma,852 ,10
22563,Saitama,2844 ,11
22564,Chiba,1761 ,12
22565,Tokyo,9793 ,13
22566,Kanagawa,6253 ,14
22567,Niigata,490 ,15
22568,Toyama,567 ,16
22569,Ishikawa,818 ,17
22570,Fukui,713 ,18
22571,Yamanashi,850 ,19
22572,Aomori,386 ,2
22573,Nagano,635 ,20
22574,Gifu,899 ,21
22575,Shizuoka,1325 ,22
22576,Aichi,2527 ,23
22577,Mie,865 ,24
22578,Shiga,1082 ,25
22579,Kyoto,2201 ,26
22580,Osaka,6620 ,27
22581,Hyogo,1964 ,28
22582,Nara,1555 ,29
22583,Iwate,330 ,3
22584,Wakayama,830 ,30
22585,Tottori,617 ,31
22586,Shimane,519 ,32
22587,Okayama,852 ,33
22588,Hiroshima,1213 ,34
22589,Yamaguchi,796 ,35
22590,Tokushima,721 ,36
22591,Kagawa,951 ,37
22592,Ehime,800 ,38
22593,Kochi,600 ,39
22594,Miyagi,731 ,4
22595,Fukuoka,1848 ,40
22596,Saga,610 ,41
22597,Nagasaki,792 ,42
22598,Kumamoto,625 ,43
22599,Oita,631 ,44
22600,Miyazaki,580 ,45
22601,Kagoshima,484 ,46
22602,Okinawa,1243 ,47
22603,Akita,302 ,5
22604,Yamagata,374 ,6
22605,Fukushima,438 ,7
22606,Ibaraki,719 ,8
22607,Tochigi,648 ,9
22608,Hokkaido,235 ,1
22609,Gunma,852 ,10
22610,Saitama,2844 ,11
22611,Chiba,1761 ,12
22612,Tokyo,9793 ,13
22613,Kanagawa,6253 ,14
22614,Niigata,490 ,15
22615,Toyama,567 ,16
22616,Ishikawa,818 ,17
22617,Fukui,713 ,18
22618,Yamanashi,850 ,19
22619,Aomori,386 ,2
22620,Nagano,635 ,20
22621,Gifu,899 ,21
22622,Shizuoka,1325 ,22
22623,Aichi,2527 ,23
22624,Mie,865 ,24
22625,Shiga,1082 ,25
22626,Kyoto,2201 ,26
22627,Osaka,6620 ,27
22628,Hyogo,1964 ,28
22629,Nara,1555 ,29
22630,Iwate,330 ,3
22631,Wakayama,830 ,30
22632,Tottori,617 ,31
22633,Shimane,519 ,32
22634,Okayama,852 ,33
22635,Hiroshima,1213 ,34
22636,Yamaguchi,796 ,35
22637,Tokushima,721 ,36
22638,Kagawa,951 ,37
22639,Ehime,800 ,38
22640,Kochi,600 ,39
22641,Miyagi,731 ,4
22642,Fukuoka,1848 ,40
22643,Saga,610 ,41
22644,Nagasaki,792 ,42
22645,Kumamoto,625 ,43
22646,Oita,631 ,44
22647,Miyazaki,580 ,45
22648,Kagoshima,484 ,46
22649,Okinawa,1243 ,47
22650,Akita,302 ,5
22651,Yamagata,374 ,6
22652,Fukushima,438 ,7
22653,Ibaraki,719 ,8
22654,Tochigi,648 ,9
22655,Hokkaido,235 ,1
22656,Gunma,852 ,10
22657,Saitama,2844 ,11
22658,Chiba,1761 ,12
22659,Tokyo,9793 ,13
22660,Kanagawa,6253 ,14
22661,Niigata,490 ,15
22662,Toyama,567 ,16
22663,Ishikawa,818 ,17
22664,Fukui,713 ,18
22665,Yamanashi,850 ,19
22666,Aomori,386 ,2
22667,Nagano,635 ,20
22668,Gifu,899 ,21
22669,Shizuoka,1325 ,22
22670,Aichi,2527 ,23
22671,Mie,865 ,24
22672,Shiga,1082 ,25
22673,Kyoto,2201 ,26
22674,Osaka,6620 ,27
22675,Hyogo,1964 ,28
22676,Nara,1555 ,29
22677,Iwate,330 ,3
22678,Wakayama,830 ,30
22679,Tottori,617 ,31
22680,Shimane,519 ,32
22681,Okayama,852 ,33
22682,Hiroshima,1213 ,34
22683,Yamaguchi,796 ,35
22684,Tokushima,721 ,36
22685,Kagawa,951 ,37
22686,Ehime,800 ,38
22687,Kochi,600 ,39
22688,Miyagi,731 ,4
22689,Fukuoka,1848 ,40
22690,Saga,610 ,41
22691,Nagasaki,792 ,42
22692,Kumamoto,625 ,43
22693,Oita,631 ,44
22694,Miyazaki,580 ,45
22695,Kagoshima,484 ,46
22696,Okinawa,1243 ,47
22697,Akita,302 ,5
22698,Yamagata,374 ,6
22699,Fukushima,438 ,7
22700,Ibaraki,719 ,8
22701,Tochigi,648 ,9
22702,Hokkaido,235 ,1
22703,Gunma,852 ,10
22704,Saitama,2844 ,11
22705,Chiba,1761 ,12
22706,Tokyo,9793 ,13
22707,Kanagawa,6253 ,14
22708,Niigata,490 ,15
22709,Toyama,567 ,16
22710,Ishikawa,818 ,17
22711,Fukui,713 ,18
22712,Yamanashi,850 ,19
22713,Aomori,386 ,2
22714,Nagano,635 ,20
22715,Gifu,899 ,21
22716,Shizuoka,1325 ,22
22717,Aichi,2527 ,23
22718,Mie,865 ,24
22719,Shiga,1082 ,25
22720,Kyoto,2201 ,26
22721,Osaka,6620 ,27
22722,Hyogo,1964 ,28
22723,Nara,1555 ,29
22724,Iwate,330 ,3
22725,Wakayama,830 ,30
22726,Tottori,617 ,31
22727,Shimane,519 ,32
22728,Okayama,852 ,33
22729,Hiroshima,1213 ,34
22730,Yamaguchi,796 ,35
22731,Tokushima,721 ,36
22732,Kagawa,951 ,37
22733,Ehime,800 ,38
22734,Kochi,600 ,39
22735,Miyagi,731 ,4
22736,Fukuoka,1848 ,40
22737,Saga,610 ,41
22738,Nagasaki,792 ,42
22739,Kumamoto,625 ,43
22740,Oita,631 ,44
22741,Miyazaki,580 ,45
22742,Kagoshima,484 ,46
22743,Okinawa,1243 ,47
22744,Akita,302 ,5
22745,Yamagata,374 ,6
22746,Fukushima,438 ,7
22747,Ibaraki,719 ,8
22748,Tochigi,648 ,9
22749,Hokkaido,235 ,1
22750,Gunma,852 ,10
22751,Saitama,2844 ,11
22752,Chiba,1761 ,12
22753,Tokyo,9793 ,13
22754,Kanagawa,6253 ,14
22755,Niigata,490 ,15
22756,Toyama,567 ,16
22757,Ishikawa,818 ,17
22758,Fukui,713 ,18
22759,Yamanashi,850 ,19
22760,Aomori,386 ,2
22761,Nagano,635 ,20
22762,Gifu,899 ,21
22763,Shizuoka,1325 ,22
22764,Aichi,2527 ,23
22765,Mie,865 ,24
22766,Shiga,1082 ,25
22767,Kyoto,2201 ,26
22768,Osaka,6620 ,27
22769,Hyogo,1964 ,28
22770,Nara,1555 ,29
22771,Iwate,330 ,3
22772,Wakayama,830 ,30
22773,Tottori,617 ,31
22774,Shimane,519 ,32
22775,Okayama,852 ,33
22776,Hiroshima,1213 ,34
22777,Yamaguchi,796 ,35
22778,Tokushima,721 ,36
22779,Kagawa,951 ,37
22780,Ehime,800 ,38
22781,Kochi,600 ,39
22782,Miyagi,731 ,4
22783,Fukuoka,1848 ,40
22784,Saga,610 ,41
22785,Nagasaki,792 ,42
22786,Kumamoto,625 ,43
22787,Oita,631 ,44
22788,Miyazaki,580 ,45
22789,Kagoshima,484 ,46
22790,Okinawa,1243 ,47
22791,Akita,302 ,5
22792,Yamagata,374 ,6
22793,Fukushima,438 ,7
22794,Ibaraki,719 ,8
22795,Tochigi,648 ,9
22796,Hokkaido,235 ,1
22797,Gunma,852 ,10
22798,Saitama,2844 ,11
22799,Chiba,1761 ,12
22800,Tokyo,9793 ,13
22801,Kanagawa,6253 ,14
22802,Niigata,490 ,15
22803,Toyama,567 ,16
22804,Ishikawa,818 ,17
22805,Fukui,713 ,18
22806,Yamanashi,850 ,19
22807,Aomori,386 ,2
22808,Nagano,635 ,20
22809,Gifu,899 ,21
22810,Shizuoka,1325 ,22
22811,Aichi,2527 ,23
22812,Mie,865 ,24
22813,Shiga,1082 ,25
22814,Kyoto,2201 ,26
22815,Osaka,6620 ,27
22816,Hyogo,1964 ,28
22817,Nara,1555 ,29
22818,Iwate,330 ,3
22819,Wakayama,830 ,30
22820,Tottori,617 ,31
22821,Shimane,519 ,32
22822,Okayama,852 ,33
22823,Hiroshima,1213 ,34
22824,Yamaguchi,796 ,35
22825,Tokushima,721 ,36
22826,Kagawa,951 ,37
22827,Ehime,800 ,38
22828,Kochi,600 ,39
22829,Miyagi,731 ,4
22830,Fukuoka,1848 ,40
22831,Saga,610 ,41
22832,Nagasaki,792 ,42
22833,Kumamoto,625 ,43
22834,Oita,631 ,44
22835,Miyazaki,580 ,45
22836,Kagoshima,484 ,46
22837,Okinawa,1243 ,47
22838,Akita,302 ,5
22839,Yamagata,374 ,6
22840,Fukushima,438 ,7
22841,Ibaraki,719 ,8
22842,Tochigi,648 ,9
22843,Hokkaido,235 ,1
22844,Gunma,852 ,10
22845,Saitama,2844 ,11
22846,Chiba,1761 ,12
22847,Tokyo,9793 ,13
22848,Kanagawa,6253 ,14
22849,Niigata,490 ,15
22850,Toyama,567 ,16
22851,Ishikawa,818 ,17
22852,Fukui,713 ,18
22853,Yamanashi,850 ,19
22854,Aomori,386 ,2
22855,Nagano,635 ,20
22856,Gifu,899 ,21
22857,Shizuoka,1325 ,22
22858,Aichi,2527 ,23
22859,Mie,865 ,24
22860,Shiga,1082 ,25
22861,Kyoto,2201 ,26
22862,Osaka,6620 ,27
22863,Hyogo,1964 ,28
22864,Nara,1555 ,29
22865,Iwate,330 ,3
22866,Wakayama,830 ,30
22867,Tottori,617 ,31
22868,Shimane,519 ,32
22869,Okayama,852 ,33
22870,Hiroshima,1213 ,34
22871,Yamaguchi,796 ,35
22872,Tokushima,721 ,36
22873,Kagawa,951 ,37
22874,Ehime,800 ,38
22875,Kochi,600 ,39
22876,Miyagi,731 ,4
22877,Fukuoka,1848 ,40
22878,Saga,610 ,41
22879,Nagasaki,792 ,42
22880,Kumamoto,625 ,43
22881,Oita,631 ,44
22882,Miyazaki,580 ,45
22883,Kagoshima,484 ,46
22884,Okinawa,1243 ,47
22885,Akita,302 ,5
22886,Yamagata,374 ,6
22887,Fukushima,438 ,7
22888,Ibaraki,719 ,8
22889,Tochigi,648 ,9
22890,Hokkaido,235 ,1
22891,Gunma,852 ,10
22892,Saitama,2844 ,11
22893,Chiba,1761 ,12
22894,Tokyo,9793 ,13
22895,Kanagawa,6253 ,14
22896,Niigata,490 ,15
22897,Toyama,567 ,16
22898,Ishikawa,818 ,17
22899,Fukui,713 ,18
22900,Yamanashi,850 ,19
22901,Aomori,386 ,2
22902,Nagano,635 ,20
22903,Gifu,899 ,21
22904,Shizuoka,1325 ,22
22905,Aichi,2527 ,23
22906,Mie,865 ,24
22907,Shiga,1082 ,25
22908,Kyoto,2201 ,26
22909,Osaka,6620 ,27
22910,Hyogo,1964 ,28
22911,Nara,1555 ,29
22912,Iwate,330 ,3
22913,Wakayama,830 ,30
22914,Tottori,617 ,31
22915,Shimane,519 ,32
22916,Okayama,852 ,33
22917,Hiroshima,1213 ,34
22918,Yamaguchi,796 ,35
22919,Tokushima,721 ,36
22920,Kagawa,951 ,37
22921,Ehime,800 ,38
22922,Kochi,600 ,39
22923,Miyagi,731 ,4
22924,Fukuoka,1848 ,40
22925,Saga,610 ,41
22926,Nagasaki,792 ,42
22927,Kumamoto,625 ,43
22928,Oita,631 ,44
22929,Miyazaki,580 ,45
22930,Kagoshima,484 ,46
22931,Okinawa,1243 ,47
22932,Akita,302 ,5
22933,Yamagata,374 ,6
22934,Fukushima,438 ,7
22935,Ibaraki,719 ,8
22936,Tochigi,648 ,9
22937,Hokkaido,235 ,1
22938,Gunma,852 ,10
22939,Saitama,2844 ,11
22940,Chiba,1761 ,12
22941,Tokyo,9793 ,13
22942,Kanagawa,6253 ,14
22943,Niigata,490 ,15
22944,Toyama,567 ,16
22945,Ishikawa,818 ,17
22946,Fukui,713 ,18
22947,Yamanashi,850 ,19
22948,Aomori,386 ,2
22949,Nagano,635 ,20
22950,Gifu,899 ,21
22951,Shizuoka,1325 ,22
22952,Aichi,2527 ,23
22953,Mie,865 ,24
22954,Shiga,1082 ,25
22955,Kyoto,2201 ,26
22956,Osaka,6620 ,27
22957,Hyogo,1964 ,28
22958,Nara,1555 ,29
22959,Iwate,330 ,3
22960,Wakayama,830 ,30
22961,Tottori,617 ,31
22962,Shimane,519 ,32
22963,Okayama,852 ,33
22964,Hiroshima,1213 ,34
22965,Yamaguchi,796 ,35
22966,Tokushima,721 ,36
22967,Kagawa,951 ,37
22968,Ehime,800 ,38
22969,Kochi,600 ,39
22970,Miyagi,731 ,4
22971,Fukuoka,1848 ,40
22972,Saga,610 ,41
22973,Nagasaki,792 ,42
22974,Kumamoto,625 ,43
22975,Oita,631 ,44
22976,Miyazaki,580 ,45
22977,Kagoshima,484 ,46
22978,Okinawa,1243 ,47
22979,Akita,302 ,5
22980,Yamagata,374 ,6
22981,Fukushima,438 ,7
22982,Ibaraki,719 ,8
22983,Tochigi,648 ,9
22984,Hokkaido,235 ,1
22985,Gunma,852 ,10
22986,Saitama,2844 ,11
22987,Chiba,1761 ,12
22988,Tokyo,9793 ,13
22989,Kanagawa,6253 ,14
22990,Niigata,490 ,15
22991,Toyama,567 ,16
22992,Ishikawa,818 ,17
22993,Fukui,713 ,18
22994,Yamanashi,850 ,19
22995,Aomori,386 ,2
22996,Nagano,635 ,20
22997,Gifu,899 ,21
22998,Shizuoka,1325 ,22
22999,Aichi,2527 ,23
23000,Mie,865 ,24
23001,Shiga,1082 ,25
23002,Kyoto,2201 ,26
23003,Osaka,6620 ,27
23004,Hyogo,1964 ,28
23005,Nara,1555 ,29
23006,Iwate,330 ,3
23007,Wakayama,830 ,30
23008,Tottori,617 ,31
23009,Shimane,519 ,32
23010,Okayama,852 ,33
23011,Hiroshima,1213 ,34
23012,Yamaguchi,796 ,35
23013,Tokushima,721 ,36
23014,Kagawa,951 ,37
23015,Ehime,800 ,38
23016,Kochi,600 ,39
23017,Miyagi,731 ,4
23018,Fukuoka,1848 ,40
23019,Saga,610 ,41
23020,Nagasaki,792 ,42
23021,Kumamoto,625 ,43
23022,Oita,631 ,44
23023,Miyazaki,580 ,45
23024,Kagoshima,484 ,46
23025,Okinawa,1243 ,47
23026,Akita,302 ,5
23027,Yamagata,374 ,6
23028,Fukushima,438 ,7
23029,Ibaraki,719 ,8
23030,Tochigi,648 ,9
23031,Hokkaido,235 ,1
23032,Gunma,852 ,10
23033,Saitama,2844 ,11
23034,Chiba,1761 ,12
23035,Tokyo,9793 ,13
23036,Kanagawa,6253 ,14
23037,Niigata,490 ,15
23038,Toyama,567 ,16
23039,Ishikawa,818 ,17
23040,Fukui,713 ,18
23041,Yamanashi,850 ,19
23042,Aomori,386 ,2
23043,Nagano,635 ,20
23044,Gifu,899 ,21
23045,Shizuoka,1325 ,22
23046,Aichi,2527 ,23
23047,Mie,865 ,24
23048,Shiga,1082 ,25
23049,Kyoto,2201 ,26
23050,Osaka,6620 ,27
23051,Hyogo,1964 ,28
23052,Nara,1555 ,29
23053,Iwate,330 ,3
23054,Wakayama,830 ,30
23055,Tottori,617 ,31
23056,Shimane,519 ,32
23057,Okayama,852 ,33
23058,Hiroshima,1213 ,34
23059,Yamaguchi,796 ,35
23060,Tokushima,721 ,36
23061,Kagawa,951 ,37
23062,Ehime,800 ,38
23063,Kochi,600 ,39
23064,Miyagi,731 ,4
23065,Fukuoka,1848 ,40
23066,Saga,610 ,41
23067,Nagasaki,792 ,42
23068,Kumamoto,625 ,43
23069,Oita,631 ,44
23070,Miyazaki,580 ,45
23071,Kagoshima,484 ,46
23072,Okinawa,1243 ,47
23073,Akita,302 ,5
23074,Yamagata,374 ,6
23075,Fukushima,438 ,7
23076,Ibaraki,719 ,8
23077,Tochigi,648 ,9
23078,Hokkaido,235 ,1
23079,Gunma,852 ,10
23080,Saitama,2844 ,11
23081,Chiba,1761 ,12
23082,Tokyo,9793 ,13
23083,Kanagawa,6253 ,14
23084,Niigata,490 ,15
23085,Toyama,567 ,16
23086,Ishikawa,818 ,17
23087,Fukui,713 ,18
23088,Yamanashi,850 ,19
23089,Aomori,386 ,2
23090,Nagano,635 ,20
23091,Gifu,899 ,21
23092,Shizuoka,1325 ,22
23093,Aichi,2527 ,23
23094,Mie,865 ,24
23095,Shiga,1082 ,25
23096,Kyoto,2201 ,26
23097,Osaka,6620 ,27
23098,Hyogo,1964 ,28
23099,Nara,1555 ,29
23100,Iwate,330 ,3
23101,Wakayama,830 ,30
23102,Tottori,617 ,31
23103,Shimane,519 ,32
23104,Okayama,852 ,33
23105,Hiroshima,1213 ,34
23106,Yamaguchi,796 ,35
23107,Tokushima,721 ,36
23108,Kagawa,951 ,37
23109,Ehime,800 ,38
23110,Kochi,600 ,39
23111,Miyagi,731 ,4
23112,Fukuoka,1848 ,40
23113,Saga,610 ,41
23114,Nagasaki,792 ,42
23115,Kumamoto,625 ,43
23116,Oita,631 ,44
23117,Miyazaki,580 ,45
23118,Kagoshima,484 ,46
23119,Okinawa,1243 ,47
23120,Akita,302 ,5
23121,Yamagata,374 ,6
23122,Fukushima,438 ,7
23123,Ibaraki,719 ,8
23124,Tochigi,648 ,9
23125,Hokkaido,235 ,1
23126,Gunma,852 ,10
23127,Saitama,2844 ,11
23128,Chiba,1761 ,12
23129,Tokyo,9793 ,13
23130,Kanagawa,6253 ,14
23131,Niigata,490 ,15
23132,Toyama,567 ,16
23133,Ishikawa,818 ,17
23134,Fukui,713 ,18
23135,Yamanashi,850 ,19
23136,Aomori,386 ,2
23137,Nagano,635 ,20
23138,Gifu,899 ,21
23139,Shizuoka,1325 ,22
23140,Aichi,2527 ,23
23141,Mie,865 ,24
23142,Shiga,1082 ,25
23143,Kyoto,2201 ,26
23144,Osaka,6620 ,27
23145,Hyogo,1964 ,28
23146,Nara,1555 ,29
23147,Iwate,330 ,3
23148,Wakayama,830 ,30
23149,Tottori,617 ,31
23150,Shimane,519 ,32
23151,Okayama,852 ,33
23152,Hiroshima,1213 ,34
23153,Yamaguchi,796 ,35
23154,Tokushima,721 ,36
23155,Kagawa,951 ,37
23156,Ehime,800 ,38
23157,Kochi,600 ,39
23158,Miyagi,731 ,4
23159,Fukuoka,1848 ,40
23160,Saga,610 ,41
23161,Nagasaki,792 ,42
23162,Kumamoto,625 ,43
23163,Oita,631 ,44
23164,Miyazaki,580 ,45
23165,Kagoshima,484 ,46
23166,Okinawa,1243 ,47
23167,Akita,302 ,5
23168,Yamagata,374 ,6
23169,Fukushima,438 ,7
23170,Ibaraki,719 ,8
23171,Tochigi,648 ,9
23172,Hokkaido,235 ,1
23173,Gunma,852 ,10
23174,Saitama,2844 ,11
23175,Chiba,1761 ,12
23176,Tokyo,9793 ,13
23177,Kanagawa,6253 ,14
23178,Niigata,490 ,15
23179,Toyama,567 ,16
23180,Ishikawa,818 ,17
23181,Fukui,713 ,18
23182,Yamanashi,850 ,19
23183,Aomori,386 ,2
23184,Nagano,635 ,20
23185,Gifu,899 ,21
23186,Shizuoka,1325 ,22
23187,Aichi,2527 ,23
23188,Mie,865 ,24
23189,Shiga,1082 ,25
23190,Kyoto,2201 ,26
23191,Osaka,6620 ,27
23192,Hyogo,1964 ,28
23193,Nara,1555 ,29
23194,Iwate,330 ,3
23195,Wakayama,830 ,30
23196,Tottori,617 ,31
23197,Shimane,519 ,32
23198,Okayama,852 ,33
23199,Hiroshima,1213 ,34
23200,Yamaguchi,796 ,35
23201,Tokushima,721 ,36
23202,Kagawa,951 ,37
23203,Ehime,800 ,38
23204,Kochi,600 ,39
23205,Miyagi,731 ,4
23206,Fukuoka,1848 ,40
23207,Saga,610 ,41
23208,Nagasaki,792 ,42
23209,Kumamoto,625 ,43
23210,Oita,631 ,44
23211,Miyazaki,580 ,45
23212,Kagoshima,484 ,46
23213,Okinawa,1243 ,47
23214,Akita,302 ,5
23215,Yamagata,374 ,6
23216,Fukushima,438 ,7
23217,Ibaraki,719 ,8
23218,Tochigi,648 ,9
23219,Hokkaido,235 ,1
23220,Gunma,852 ,10
23221,Saitama,2844 ,11
23222,Chiba,1761 ,12
23223,Tokyo,9793 ,13
23224,Kanagawa,6253 ,14
23225,Niigata,490 ,15
23226,Toyama,567 ,16
23227,Ishikawa,818 ,17
23228,Fukui,713 ,18
23229,Yamanashi,850 ,19
23230,Aomori,386 ,2
23231,Nagano,635 ,20
23232,Gifu,899 ,21
23233,Shizuoka,1325 ,22
23234,Aichi,2527 ,23
23235,Mie,865 ,24
23236,Shiga,1082 ,25
23237,Kyoto,2201 ,26
23238,Osaka,6620 ,27
23239,Hyogo,1964 ,28
23240,Nara,1555 ,29
23241,Iwate,330 ,3
23242,Wakayama,830 ,30
23243,Tottori,617 ,31
23244,Shimane,519 ,32
23245,Okayama,852 ,33
23246,Hiroshima,1213 ,34
23247,Yamaguchi,796 ,35
23248,Tokushima,721 ,36
23249,Kagawa,951 ,37
23250,Ehime,800 ,38
23251,Kochi,600 ,39
23252,Miyagi,731 ,4
23253,Fukuoka,1848 ,40
23254,Saga,610 ,41
23255,Nagasaki,792 ,42
23256,Kumamoto,625 ,43
23257,Oita,631 ,44
23258,Miyazaki,580 ,45
23259,Kagoshima,484 ,46
23260,Okinawa,1243 ,47
23261,Akita,302 ,5
23262,Yamagata,374 ,6
23263,Fukushima,438 ,7
23264,Ibaraki,719 ,8
23265,Tochigi,648 ,9
23266,Hokkaido,235 ,1
23267,Gunma,852 ,10
23268,Saitama,2844 ,11
23269,Chiba,1761 ,12
23270,Tokyo,9793 ,13
23271,Kanagawa,6253 ,14
23272,Niigata,490 ,15
23273,Toyama,567 ,16
23274,Ishikawa,818 ,17
23275,Fukui,713 ,18
23276,Yamanashi,850 ,19
23277,Aomori,386 ,2
23278,Nagano,635 ,20
23279,Gifu,899 ,21
23280,Shizuoka,1325 ,22
23281,Aichi,2527 ,23
23282,Mie,865 ,24
23283,Shiga,1082 ,25
23284,Kyoto,2201 ,26
23285,Osaka,6620 ,27
23286,Hyogo,1964 ,28
23287,Nara,1555 ,29
23288,Iwate,330 ,3
23289,Wakayama,830 ,30
23290,Tottori,617 ,31
23291,Shimane,519 ,32
23292,Okayama,852 ,33
23293,Hiroshima,1213 ,34
23294,Yamaguchi,796 ,35
23295,Tokushima,721 ,36
23296,Kagawa,951 ,37
23297,Ehime,800 ,38
23298,Kochi,600 ,39
23299,Miyagi,731 ,4
23300,Fukuoka,1848 ,40
23301,Saga,610 ,41
23302,Nagasaki,792 ,42
23303,Kumamoto,625 ,43
23304,Oita,631 ,44
23305,Miyazaki,580 ,45
23306,Kagoshima,484 ,46
23307,Okinawa,1243 ,47
23308,Akita,302 ,5
23309,Yamagata,374 ,6
23310,Fukushima,438 ,7
23311,Ibaraki,719 ,8
23312,Tochigi,648 ,9
23313,Hokkaido,235 ,1
23314,Gunma,852 ,10
23315,Saitama,2844 ,11
23316,Chiba,1761 ,12
23317,Tokyo,9793 ,13
23318,Kanagawa,6253 ,14
23319,Niigata,490 ,15
23320,Toyama,567 ,16
23321,Ishikawa,818 ,17
23322,Fukui,713 ,18
23323,Yamanashi,850 ,19
23324,Aomori,386 ,2
23325,Nagano,635 ,20
23326,Gifu,899 ,21
23327,Shizuoka,1325 ,22
23328,Aichi,2527 ,23
23329,Mie,865 ,24
23330,Shiga,1082 ,25
23331,Kyoto,2201 ,26
23332,Osaka,6620 ,27
23333,Hyogo,1964 ,28
